,freq_items,frequency
18101,'140'  '800',132
18102,'800'  '914',135
18103,'239'  '800',139
18104,'800'  '998',162
18105,'334'  '800'  '998',124
18106,'368'  '800',169
18107,'334'  '800',177
18108,'75'  '800',202
18109,'346'  '800',205
18110,'346'  '789'  '800',142
18111,'411'  '561'  '800',173
18112,'411'  '561'  '800'  '829',164
18113,'411'  '800'  '829',174
18114,'561'  '800',217
18115,'561'  '800'  '829',178
18116,'789'  '800',218
18117,'800'  '871',226
18118,'217'  '800',247
18119,'112'  '800',271
18120,'112'  '529'  '800',234
18121,'800'  '829',276
18122,'529'  '800',337
18123,'368'  '706',102
18124,'706'  '722',111
18125,'706'  '885',113
18126,'706'  '782',118
18127,'706'  '778',120
18128,'653'  '706',134
18129,'706'  '919',137
18130,'663'  '706',137
18131,'663'  '706'  '775',106
18132,'706'  '71',149
18133,'706'  '766',152
18134,'145'  '706',157
18135,'706'  '775',175
18136,'161'  '706'  '746',178
18137,'161'  '487'  '706'  '746',175
18138,'161'  '692'  '706'  '746',178
18139,'161'  '487'  '692'  '706'  '746',175
18140,'487'  '706'  '746',183
18141,'487'  '692'  '706'  '746',183
18142,'692'  '706'  '746',188
18143,'161'  '487'  '706',178
18144,'161'  '487'  '692'  '706',177
18145,'161'  '692'  '706',181
18146,'381'  '523'  '706'  '893',176
18147,'116'  '381'  '523'  '706'  '893',174
18148,'116'  '381'  '706'  '893',181
18149,'523'  '706'  '893',184
18150,'116'  '523'  '706'  '893',179
18151,'116'  '706'  '893',186
18152,'487'  '706',212
18153,'487'  '692'  '706',185
18154,'381'  '523'  '706',180
18155,'116'  '381'  '523'  '706',177
18156,'116'  '523'  '706',183
18157,'116'  '706',214
18158,'116'  '381'  '706',185
18159,'684'  '706',219
18160,'381'  '706',227
18161,'692'  '706',246
18162,'368'  '841',104
18163,'829'  '841',107
18164,'809'  '841'  '883',129
18165,'529'  '809'  '841'  '883',128
18166,'529'  '809'  '841',138
18167,'606'  '841',155
18168,'606'  '72'  '841',120
18169,'746'  '766'  '841',137
18170,'120'  '746'  '766'  '841',134
18171,'120'  '746'  '841',140
18172,'841'  '885',165
18173,'120'  '841',202
18174,'120'  '766'  '841',143
18175,'841'  '883',204
18176,'529'  '841'  '883',142
18177,'766'  '841',230
18178,'529'  '841',235
18179,'72'  '841',248
18180,'350'  '782'  '841',217
18181,'12'  '350'  '841',217
18182,'12'  '350'  '782'  '841',203
18183,'782'  '841',274
18184,'12'  '782'  '841',228
18185,'12'  '841',277
18186,'71'  '841',283
18187,'841'  '874',301
18188,'480'  '841'  '874',257
18189,'480'  '841',385
18190,'897'  '93',101
18191,'895'  '897',101
18192,'21'  '897',112
18193,'72'  '897',116
18194,'120'  '897',122
18195,'381'  '897',131
18196,'368'  '897',137
18197,'738'  '897',162
18198,'606'  '738'  '897',136
18199,'145'  '897',163
18200,'529'  '897',163
18201,'829'  '897',175
18202,'606'  '897',179
18203,'460'  '676'  '897',141
18204,'32'  '460'  '676'  '897',137
18205,'32'  '676'  '897',142
18206,'32'  '897',201
18207,'32'  '460'  '897',141
18208,'460'  '897',203
18209,'177'  '897',223
18210,'571'  '897',253
18211,'401'  '571'  '897',201
18212,'401'  '897',255
18213,'694'  '897',413
18214,'401'  '913',101
18215,'829'  '913',102
18216,'809'  '913',113
18217,'368'  '913',115
18218,'913'  '960',126
18219,'895'  '913',135
18220,'450'  '825'  '913',133
18221,'450'  '692'  '825'  '913',128
18222,'450'  '692'  '913',134
18223,'419'  '913',179
18224,'766'  '913',181
18225,'825'  '913',183
18226,'692'  '825'  '913',132
18227,'692'  '913',192
18228,'196'  '913',259
18229,'196'  '529'  '913',222
18230,'529'  '913',318
18231,'6'  '913',476
18232,'6'  '676'  '913',431
18233,'676'  '913',479
18234,'368'  '440',102
18235,'362'  '440',113
18236,'39'  '440',165
18237,'440'  '809',198
18238,'210'  '440'  '477',170
18239,'151'  '210'  '440'  '477',162
18240,'151'  '210'  '440',172
18241,'440'  '832',205
18242,'440'  '766'  '832',164
18243,'440'  '477',213
18244,'151'  '440'  '477',172
18245,'440'  '472',225
18246,'296'  '411'  '440'  '803',186
18247,'296'  '411'  '440'  '722'  '803',179
18248,'296'  '411'  '440'  '722',188
18249,'411'  '440'  '722',200
18250,'411'  '440'  '722'  '803',190
18251,'411'  '440'  '803',207
18252,'296'  '440'  '722',199
18253,'296'  '440'  '722'  '803',188
18254,'296'  '440'  '803',200
18255,'440'  '803',236
18256,'440'  '722'  '803',200
18257,'440'  '617',245
18258,'151'  '440',250
18259,'440'  '766',250
18260,'440'  '722',273
18261,'27'  '440'  '883'  '893',325
18262,'27'  '440'  '494'  '883'  '893',316
18263,'440'  '494'  '883'  '893',328
18264,'27'  '440'  '893',341
18265,'27'  '440'  '494'  '893',330
18266,'440'  '494'  '893',346
18267,'27'  '440'  '883',348
18268,'27'  '440'  '494'  '883',337
18269,'27'  '440'  '494',352
18270,'440'  '494',411
18271,'440'  '494'  '883',352
18272,'440'  '883',429
18273,'196'  '893',100
18274,'368'  '893',105
18275,'477'  '893',111
18276,'411'  '893',113
18277,'112'  '893',125
18278,'778'  '893',129
18279,'862'  '893',159
18280,'494'  '593'  '720'  '893',154
18281,'32'  '494'  '593'  '720'  '893',150
18282,'32'  '593'  '720'  '893',155
18283,'494'  '593'  '893',162
18284,'32'  '494'  '593'  '893',156
18285,'32'  '593'  '893',164
18286,'494'  '720'  '893',160
18287,'32'  '494'  '720'  '893',154
18288,'32'  '720'  '893',163
18289,'381'  '523'  '893',177
18290,'116'  '381'  '523'  '893',175
18291,'116'  '523'  '893',180
18292,'116'  '893',210
18293,'116'  '381'  '893',184
18294,'32'  '893',217
18295,'32'  '494'  '893',167
18296,'381'  '893',223
18297,'350'  '354'  '893',199
18298,'120'  '350'  '354'  '893',189
18299,'120'  '350'  '893',205
18300,'120'  '893',274
18301,'120'  '354'  '893',204
18302,'354'  '893',282
18303,'27'  '883'  '893',341
18304,'27'  '494'  '883'  '893',330
18305,'27'  '494'  '893',348
18306,'883'  '893',403
18307,'494'  '883'  '893',344
18308,'692'  '893',406
18309,'494'  '893',572
18310,'55'  '829',100
18311,'55'  '684',102
18312,'54'  '55',103
18313,'55'  '694',107
18314,'217'  '55',109
18315,'529'  '55',114
18316,'55'  '93',118
18317,'368'  '55',118
18318,'55'  '638',120
18319,'55'  '775',134
18320,'55'  '57',154
18321,'175'  '55',200
18322,'55'  '682',201
18323,'55'  '682'  '722',129
18324,'55'  '914',217
18325,'55'  '722',218
18326,'177'  '55'  '614',197
18327,'177'  '55'  '614'  '692',195
18328,'55'  '614'  '692',206
18329,'177'  '55',256
18330,'177'  '55'  '692',195
18331,'55'  '692',326
18332,'55'  '766',360
18333,'354'  '746',100
18334,'390'  '746',102
18335,'746'  '937',102
18336,'746'  '829',104
18337,'746'  '883',146
18338,'217'  '746',152
18339,'120'  '746',192
18340,'120'  '746'  '766',142
18341,'161'  '746',209
18342,'161'  '487'  '746',180
18343,'161'  '692'  '746',188
18344,'161'  '487'  '692'  '746',180
18345,'746'  '766',215
18346,'487'  '746',225
18347,'487'  '692'  '746',195
18348,'69'  '746',327
18349,'69'  '746'  '8',277
18350,'368'  '438'  '746',257
18351,'368'  '438'  '746'  '966',239
18352,'438'  '746'  '966',274
18353,'746'  '8',332
18354,'746'  '797'  '966',300
18355,'692'  '746'  '797'  '966',288
18356,'692'  '746'  '797',304
18357,'746'  '788',395
18358,'746'  '788'  '956',357
18359,'368'  '746',398
18360,'368'  '746'  '966',268
18361,'746'  '956',445
18362,'692'  '746',578
18363,'692'  '746'  '966',311
18364,'746'  '966',618
18365,'354'  '52',100
18366,'334'  '52',105
18367,'52'  '529',105
18368,'52'  '766',105
18369,'52'  '829',106
18370,'368'  '52',118
18371,'145'  '52',131
18372,'52'  '676',173
18373,'48'  '52',202
18374,'510'  '52',234
18375,'510'  '52'  '538',179
18376,'52'  '538',247
18377,'52'  '593'  '653'  '774'  '918',195
18378,'52'  '593'  '653'  '661'  '774'  '918',188
18379,'52'  '593'  '653'  '661'  '918',199
18380,'52'  '593'  '653'  '774',208
18381,'52'  '593'  '653'  '661'  '774',200
18382,'52'  '593'  '653'  '661',212
18383,'52'  '593'  '774',223
18384,'52'  '593'  '661'  '774',210
18385,'52'  '593'  '661'  '918',208
18386,'52'  '593'  '661'  '774'  '918',197
18387,'52'  '593'  '774'  '918',209
18388,'52'  '593'  '661',224
18389,'52'  '653'  '774',230
18390,'52'  '653'  '661'  '774',218
18391,'52'  '653'  '774'  '918',213
18392,'52'  '653'  '661'  '774'  '918',203
18393,'52'  '661'  '774'  '918',215
18394,'52'  '661'  '774',232
18395,'52'  '661'  '918',228
18396,'52'  '653'  '661'  '918',215
18397,'52'  '653'  '661',233
18398,'52'  '653',285
18399,'52'  '653'  '918',229
18400,'52'  '918',286
18401,'52'  '598',539
18402,'35'  '829',101
18403,'35'  '956',134
18404,'35'  '937',145
18405,'151'  '35',151
18406,'151'  '35'  '93',112
18407,'35'  '93',159
18408,'35'  '350'  '368',121
18409,'35'  '350'  '368'  '766',113
18410,'35'  '350'  '766',122
18411,'242'  '35'  '862',167
18412,'242'  '35'  '392'  '862',164
18413,'242'  '35'  '392',168
18414,'35'  '392',205
18415,'35'  '392'  '862',183
18416,'35'  '766',207
18417,'35'  '368'  '766',127
18418,'35'  '862',225
18419,'35'  '368',242
18420,'35'  '529',284
18421,'35'  '526',358
18422,'35'  '526'  '569',315
18423,'35'  '569',367
18424,'192'  '529',102
18425,'192'  '620',106
18426,'192'  '829',110
18427,'192'  '368',120
18428,'120'  '192',135
18429,'192'  '720'  '722'  '918',109
18430,'192'  '720'  '722'  '798'  '918',103
18431,'192'  '722'  '798'  '918',111
18432,'192'  '720'  '918',121
18433,'192'  '720'  '798'  '918',115
18434,'192'  '798'  '918',124
18435,'192'  '722'  '798',117
18436,'192'  '720'  '722'  '798',108
18437,'192'  '720'  '798',123
18438,'192'  '720',187
18439,'192'  '720'  '722',117
18440,'192'  '722',203
18441,'192'  '350',244
18442,'192'  '274'  '350',200
18443,'192'  '274',252
18444,'192'  '54'  '998',215
18445,'192'  '54'  '944'  '998',201
18446,'192'  '54'  '944',216
18447,'192'  '998',268
18448,'192'  '944'  '998',218
18449,'192'  '944',285
18450,'192'  '487',517
18451,'192'  '487'  '638',495
18452,'192'  '487'  '888',496
18453,'192'  '487'  '638'  '888',495
18454,'192'  '638',529
18455,'192'  '638'  '888',495
18456,'192'  '888',534
18457,'177'  '373',103
18458,'373'  '722',111
18459,'368'  '373',117
18460,'350'  '373',119
18461,'373'  '477',128
18462,'373'  '529',143
18463,'373'  '684',155
18464,'346'  '373',158
18465,'346'  '373'  '494',111
18466,'373'  '494',182
18467,'373'  '788',201
18468,'373'  '788'  '886',168
18469,'373'  '886',212
18470,'373'  '71',214
18471,'373'  '829',382
18472,'210'  '766',103
18473,'210'  '57',104
18474,'210'  '381',106
18475,'210'  '368',108
18476,'205'  '210',116
18477,'21'  '210',133
18478,'120'  '210',163
18479,'183'  '210',180
18480,'151'  '210',202
18481,'151'  '210'  '477',171
18482,'210'  '477',215
18483,'210'  '349'  '72'  '778'  '888',179
18484,'210'  '349'  '354'  '72'  '778'  '888',178
18485,'210'  '354'  '72'  '778'  '888',180
18486,'210'  '349'  '72'  '888',184
18487,'210'  '354'  '72'  '888',184
18488,'210'  '349'  '354'  '72'  '888',182
18489,'210'  '349'  '72'  '778',186
18490,'210'  '349'  '354'  '72'  '778',185
18491,'210'  '354'  '72'  '778',187
18492,'210'  '349'  '72',191
18493,'210'  '349'  '354'  '72',189
18494,'210'  '354'  '72',192
18495,'210'  '349'  '778',199
18496,'210'  '349'  '354'  '778',197
18497,'210'  '349'  '778'  '888',191
18498,'210'  '349'  '354'  '778'  '888',190
18499,'210'  '349'  '354'  '888',194
18500,'210'  '349'  '354',202
18501,'210'  '778'  '888',194
18502,'210'  '354'  '778'  '888',192
18503,'210'  '354'  '778',201
18504,'210'  '888',239
18505,'210'  '354'  '888',199
18506,'210'  '354',260
18507,'210'  '54'  '854',251
18508,'210'  '54'  '854'  '966',245
18509,'210'  '54'  '966',256
18510,'210'  '854',295
18511,'210'  '854'  '966',253
18512,'210'  '966',297
18513,'210'  '617'  '885'  '937',352
18514,'210'  '617'  '71'  '885'  '937',341
18515,'210'  '522'  '617'  '885'  '937',339
18516,'210'  '522'  '617'  '71'  '885'  '937',329
18517,'210'  '522'  '617'  '71'  '937',341
18518,'210'  '617'  '71'  '937',354
18519,'210'  '522'  '617'  '885',353
18520,'210'  '522'  '617'  '71'  '885',343
18521,'210'  '617'  '71'  '885',360
18522,'210'  '522'  '617',375
18523,'210'  '522'  '617'  '71',359
18524,'210'  '617'  '71',377
18525,'210'  '522'  '885'  '937',354
18526,'210'  '522'  '71'  '885'  '937',343
18527,'210'  '522'  '71'  '937',355
18528,'210'  '522'  '885',368
18529,'210'  '522'  '71'  '885',357
18530,'210'  '522'  '71',373
18531,'210'  '885'  '937',368
18532,'210'  '71'  '885'  '937',356
18533,'210'  '71'  '885',376
18534,'210'  '71',418
18535,'210'  '71'  '937',369
18536,'210'  '937',424
18537,'210'  '789',481
18538,'210'  '789'  '829',422
18539,'210'  '829',508
18540,'826'  '829',101
18541,'661'  '826',107
18542,'523'  '826',112
18543,'797'  '826',118
18544,'682'  '826',122
18545,'132'  '826',124
18546,'368'  '826',134
18547,'826'  '919',139
18548,'561'  '826',143
18549,'826'  '883',185
18550,'766'  '826'  '883',125
18551,'487'  '826',205
18552,'766'  '826',228
18553,'798'  '826',348
18554,'279'  '826',393
18555,'204'  '826',403
18556,'204'  '236'  '826',356
18557,'236'  '826',404
18558,'349'  '789',101
18559,'349'  '829',105
18560,'349'  '766',112
18561,'349'  '529',113
18562,'349'  '606',117
18563,'120'  '349',118
18564,'349'  '71',122
18565,'349'  '684',132
18566,'349'  '368',132
18567,'349'  '510',138
18568,'349'  '487',163
18569,'349'  '541',163
18570,'349'  '487'  '541',108
18571,'349'  '692',165
18572,'349'  '744',181
18573,'349'  '744'  '888',150
18574,'132'  '349',185
18575,'132'  '349'  '661',151
18576,'349'  '8',187
18577,'349'  '48'  '8',147
18578,'349'  '661',198
18579,'145'  '349',202
18580,'145'  '349'  '888',136
18581,'349'  '354'  '72'  '888',189
18582,'349'  '354'  '72'  '778'  '888',185
18583,'349'  '354'  '72'  '778',194
18584,'349'  '72'  '888',208
18585,'349'  '72'  '778'  '888',198
18586,'349'  '72'  '778',213
18587,'349'  '48',276
18588,'349'  '354'  '778',208
18589,'349'  '354'  '778'  '888',197
18590,'349'  '354'  '888',214
18591,'349'  '778',335
18592,'349'  '778'  '888',215
18593,'349'  '634',512
18594,'349'  '888',530
18595,'354'  '774',111
18596,'73'  '774',112
18597,'368'  '774',118
18598,'774'  '947',149
18599,'161'  '774',256
18600,'161'  '346'  '774',224
18601,'280'  '774',264
18602,'280'  '598'  '774',225
18603,'593'  '653'  '774'  '918',208
18604,'593'  '653'  '661'  '774'  '918',198
18605,'593'  '661'  '774'  '918',210
18606,'653'  '774'  '918',228
18607,'653'  '661'  '774'  '918',214
18608,'661'  '774'  '918',230
18609,'593'  '653'  '774',223
18610,'593'  '653'  '661'  '774',211
18611,'593'  '661'  '774',224
18612,'661'  '774',277
18613,'653'  '661'  '774',231
18614,'653'  '774',279
18615,'598'  '774',279
18616,'606'  '774',291
18617,'606'  '774'  '883',249
18618,'346'  '774',305
18619,'526'  '774',307
18620,'526'  '722'  '774',272
18621,'682'  '774',319
18622,'682'  '774'  '883',251
18623,'722'  '774',339
18624,'774'  '883',557
18625,'766'  '878',109
18626,'368'  '878',111
18627,'390'  '878',112
18628,'529'  '878',118
18629,'217'  '878',152
18630,'571'  '878',192
18631,'571'  '593'  '878',148
18632,'593'  '878',195
18633,'48'  '878',259
18634,'120'  '878',320
18635,'120'  '538'  '878',269
18636,'780'  '878',485
18637,'538'  '780'  '878',435
18638,'538'  '878',767
18639,'274'  '411',100
18640,'239'  '411',102
18641,'21'  '411',104
18642,'368'  '411',115
18643,'411'  '477',115
18644,'32'  '411',130
18645,'411'  '720',137
18646,'411'  '862',152
18647,'411'  '874',157
18648,'411'  '631'  '874',124
18649,'411'  '631',171
18650,'411'  '561',212
18651,'411'  '561'  '829',172
18652,'296'  '411'  '722',201
18653,'296'  '411'  '722'  '803',189
18654,'296'  '411'  '803',203
18655,'411'  '829',257
18656,'411'  '722',281
18657,'411'  '722'  '803',221
18658,'350'  '411'  '579',562
18659,'350'  '411'  '579'  '803',535
18660,'411'  '579'  '803',573
18661,'350'  '411',624
18662,'350'  '411'  '803',573
18663,'411'  '803',826
18664,'487'  '832',107
18665,'529'  '832',115
18666,'350'  '832',153
18667,'140'  '832',188
18668,'593'  '832',220
18669,'579'  '593'  '832',190
18670,'579'  '832',227
18671,'766'  '832',269
18672,'283'  '832',270
18673,'239'  '72'  '832'  '970',265
18674,'239'  '72'  '775'  '832'  '970',257
18675,'239'  '72'  '775'  '832',269
18676,'239'  '832'  '970',281
18677,'239'  '775'  '832'  '970',272
18678,'239'  '775'  '832',287
18679,'175'  '832',339
18680,'72'  '775'  '832',292
18681,'72'  '775'  '832'  '970',280
18682,'775'  '832'  '970',296
18683,'832'  '871',383
18684,'39'  '832'  '871',338
18685,'39'  '832',397
18686,'832'  '970',408
18687,'72'  '832'  '970',377
18688,'72'  '832',421
18689,'450'  '766',100
18690,'450'  '620',102
18691,'450'  '529',110
18692,'450'  '829',111
18693,'450'  '758',112
18694,'368'  '450',118
18695,'450'  '581',124
18696,'450'  '494',133
18697,'112'  '450',140
18698,'450'  '944',155
18699,'450'  '883',180
18700,'450'  '606',185
18701,'450'  '825',187
18702,'450'  '692'  '825',138
18703,'450'  '69',210
18704,'450'  '692',216
18705,'450'  '797'  '956',177
18706,'419'  '450'  '797'  '956',161
18707,'419'  '450'  '797',189
18708,'450'  '956',253
18709,'419'  '450'  '956',176
18710,'450'  '919',267
18711,'450'  '919'  '937',216
18712,'419'  '450',284
18713,'450'  '57',316
18714,'450'  '57'  '937',268
18715,'450'  '6',358
18716,'450'  '937',561
18717,'529'  '970',100
18718,'354'  '970',102
18719,'752'  '970',103
18720,'956'  '970',114
18721,'766'  '970',115
18722,'829'  '970',117
18723,'368'  '970',128
18724,'918'  '970',179
18725,'239'  '72'  '970',274
18726,'239'  '72'  '775'  '970',265
18727,'239'  '775'  '970',284
18728,'775'  '970',335
18729,'72'  '775'  '970',289
18730,'72'  '970',417
18731,'177'  '970',430
18732,'350'  '970',436
18733,'350'  '39'  '970',364
18734,'39'  '970',445
18735,'387'  '829',102
18736,'387'  '48',121
18737,'387'  '788',133
18738,'387'  '682'  '788',100
18739,'387'  '766',147
18740,'217'  '387',154
18741,'387'  '682',155
18742,'38'  '387',157
18743,'387'  '73',194
18744,'368'  '387'  '73',162
18745,'362'  '387',205
18746,'196'  '387',219
18747,'368'  '387',275
18748,'387'  '494',304
18749,'387'  '798'  '998',266
18750,'387'  '692'  '798'  '998',256
18751,'387'  '789'  '798'  '998',249
18752,'387'  '692'  '789'  '798'  '998',241
18753,'387'  '692'  '789'  '998',257
18754,'387'  '692'  '998',275
18755,'285'  '387'  '614'  '720',282
18756,'112'  '285'  '387'  '614'  '720',274
18757,'112'  '285'  '387'  '614',289
18758,'387'  '614'  '720',301
18759,'112'  '387'  '614'  '720',290
18760,'112'  '387'  '614',305
18761,'387'  '692'  '798',272
18762,'387'  '692'  '789'  '798',257
18763,'387'  '692'  '789',275
18764,'285'  '387'  '720',307
18765,'112'  '285'  '387'  '720',296
18766,'112'  '285'  '387',315
18767,'112'  '387',357
18768,'112'  '387'  '720',314
18769,'387'  '720',361
18770,'387'  '798',430
18771,'387'  '789'  '798',378
18772,'387'  '789',459
18773,'196'  '722',100
18774,'196'  '937',107
18775,'196'  '368',121
18776,'112'  '196',121
18777,'196'  '829',128
18778,'132'  '196',131
18779,'196'  '895',132
18780,'196'  '217',188
18781,'145'  '196',201
18782,'145'  '196'  '674',145
18783,'196'  '350',241
18784,'196'  '966',244
18785,'196'  '674'  '966',175
18786,'196'  '354',263
18787,'196'  '529',309
18788,'196'  '674',417
18789,'38'  '620',109
18790,'620'  '758',110
18791,'529'  '620',120
18792,'368'  '620',121
18793,'217'  '620',125
18794,'620'  '722',170
18795,'620'  '798',215
18796,'620'  '803',268
18797,'151'  '620'  '803',231
18798,'151'  '620',270
18799,'120'  '510'  '620',443
18800,'120'  '510'  '620'  '793',424
18801,'510'  '620'  '793',454
18802,'120'  '620',511
18803,'120'  '620'  '793',455
18804,'620'  '793',519
18805,'112'  '280',100
18806,'280'  '766',105
18807,'280'  '368',110
18808,'280'  '54',110
18809,'280'  '825',110
18810,'280'  '918',118
18811,'280'  '944',118
18812,'280'  '684',119
18813,'140'  '280',119
18814,'280'  '947',124
18815,'177'  '280',139
18816,'280'  '663'  '758',115
18817,'280'  '529'  '663'  '758',110
18818,'280'  '529'  '663',118
18819,'280'  '682'  '797',124
18820,'280'  '419'  '682'  '797',117
18821,'280'  '419'  '797',130
18822,'280'  '354',171
18823,'280'  '758',174
18824,'280'  '529'  '758',115
18825,'280'  '390'  '966',151
18826,'280'  '390'  '874'  '966',148
18827,'280'  '390'  '874',152
18828,'280'  '874',181
18829,'280'  '874'  '966',150
18830,'280'  '682',185
18831,'280'  '419'  '682',126
18832,'116'  '280',186
18833,'116'  '280'  '692',156
18834,'280'  '419',195
18835,'280'  '809',205
18836,'280'  '722'  '809',178
18837,'280'  '529',209
18838,'280'  '571',211
18839,'280'  '966',212
18840,'280'  '692',225
18841,'280'  '722',238
18842,'280'  '598',269
18843,'280'  '597',355
18844,'472'  '722',107
18845,'472'  '947',110
18846,'276'  '472',113
18847,'419'  '472',113
18848,'472'  '829',121
18849,'472'  '692',122
18850,'472'  '529',123
18851,'472'  '494',123
18852,'472'  '489',124
18853,'472'  '581',141
18854,'368'  '472',145
18855,'472'  '73',159
18856,'472'  '73'  '844',128
18857,'116'  '472'  '775',130
18858,'116'  '354'  '472'  '775',123
18859,'354'  '472'  '775',143
18860,'116'  '472',215
18861,'116'  '354'  '472',145
18862,'32'  '472'  '966',262
18863,'32'  '472'  '6'  '966',245
18864,'472'  '6'  '966',297
18865,'354'  '472',379
18866,'472'  '844',481
18867,'32'  '472',609
18868,'32'  '472'  '6',545
18869,'472'  '6',635
18870,'494'  '738',104
18871,'54'  '738',106
18872,'381'  '738',107
18873,'283'  '738',108
18874,'70'  '738',112
18875,'296'  '738',113
18876,'738'  '829',113
18877,'368'  '738',120
18878,'738'  '966',123
18879,'597'  '738',127
18880,'73'  '738',136
18881,'571'  '738',138
18882,'638'  '738',148
18883,'39'  '738',150
18884,'145'  '738',157
18885,'738'  '766',159
18886,'606'  '738',169
18887,'217'  '738',200
18888,'217'  '529'  '738',128
18889,'276'  '738',207
18890,'151'  '738',235
18891,'151'  '548'  '738',187
18892,'548'  '738',240
18893,'634'  '738'  '78',226
18894,'538'  '634'  '738'  '78',218
18895,'538'  '634'  '738',233
18896,'529'  '738',280
18897,'738'  '78',282
18898,'538'  '738'  '78',235
18899,'538'  '738',288
18900,'438'  '738',359
18901,'334'  '368',101
18902,'334'  '676',104
18903,'334'  '529',108
18904,'183'  '334',125
18905,'145'  '334',127
18906,'334'  '477'  '548',101
18907,'334'  '548'  '766',101
18908,'334'  '477',138
18909,'334'  '477'  '766',103
18910,'334'  '73',147
18911,'334'  '638'  '73',116
18912,'334'  '638',150
18913,'334'  '419',162
18914,'334'  '998',163
18915,'334'  '684',168
18916,'334'  '766',200
18917,'151'  '161'  '334'  '494'  '569',175
18918,'151'  '161'  '334'  '470'  '494'  '569',170
18919,'151'  '161'  '334'  '470'  '494',180
18920,'161'  '334'  '494'  '569',187
18921,'161'  '334'  '470'  '494'  '569',182
18922,'161'  '334'  '470'  '494',192
18923,'151'  '161'  '334'  '569',187
18924,'151'  '161'  '334'  '470'  '569',182
18925,'151'  '161'  '334'  '470',193
18926,'161'  '334'  '569',200
18927,'161'  '334'  '470'  '569',195
18928,'161'  '334'  '470',208
18929,'151'  '334'  '569',200
18930,'151'  '334'  '470'  '569',193
18931,'151'  '334'  '494'  '569',185
18932,'151'  '334'  '470'  '494'  '569',180
18933,'334'  '470'  '494'  '569',195
18934,'334'  '470'  '569',210
18935,'151'  '334'  '494',197
18936,'151'  '334'  '470'  '494',191
18937,'151'  '334'  '470',206
18938,'334'  '494',269
18939,'334'  '470'  '494',208
18940,'334'  '470',278
18941,'334'  '694',299
18942,'334'  '538'  '694',241
18943,'334'  '538',303
18944,'204'  '334',323
18945,'204'  '334'  '895',295
18946,'334'  '895',344
18947,'217'  '334',368
18948,'217'  '334'  '722',295
18949,'334'  '722',369
18950,'354'  '6',100
18951,'6'  '722',105
18952,'6'  '844',106
18953,'217'  '6',112
18954,'6'  '829',126
18955,'368'  '6',130
18956,'6'  '692',144
18957,'236'  '6',148
18958,'6'  '682',157
18959,'529'  '6',158
18960,'175'  '6',270
18961,'6'  '966',354
18962,'32'  '6'  '966',256
18963,'32'  '6',607
18964,'6'  '676',769
18965,'368'  '809',107
18966,'694'  '809',109
18967,'480'  '809',112
18968,'296'  '809',112
18969,'175'  '809',119
18970,'239'  '809',123
18971,'809'  '960',123
18972,'510'  '809',126
18973,'809'  '895',129
18974,'38'  '809',136
18975,'183'  '809',151
18976,'766'  '809',170
18977,'809'  '883',207
18978,'529'  '809'  '883',147
18979,'362'  '809',212
18980,'809'  '919',249
18981,'789'  '809'  '919',197
18982,'722'  '809',253
18983,'789'  '809',274
18984,'548'  '809',275
18985,'548'  '809'  '829',235
18986,'809'  '829',317
18987,'274'  '346'  '809',301
18988,'145'  '274'  '809',301
18989,'145'  '274'  '346'  '809',291
18990,'346'  '809',359
18991,'145'  '346'  '809',298
18992,'145'  '809',366
18993,'529'  '809',401
18994,'579'  '829',104
18995,'368'  '579',113
18996,'529'  '579',113
18997,'579'  '778',128
18998,'571'  '579',194
18999,'419'  '571'  '579',134
19000,'419'  '579',205
19001,'175'  '579',212
19002,'12'  '579'  '795',159
19003,'12'  '460'  '579'  '795',151
19004,'460'  '579'  '795',168
19005,'579'  '593',231
19006,'177'  '579',236
19007,'12'  '579',236
19008,'12'  '460'  '579',172
19009,'460'  '579',248
19010,'579'  '581',424
19011,'579'  '581'  '966',387
19012,'579'  '966',445
19013,'579'  '803',619
19014,'350'  '579'  '803',565
19015,'350'  '579',630
19016,'27'  '362',102
19017,'27'  '438',105
19018,'27'  '368',113
19019,'217'  '27',226
19020,'27'  '775',228
19021,'27'  '921',257
19022,'27'  '597',276
19023,'177'  '27'  '597',232
19024,'177'  '27',332
19025,'27'  '494',421
19026,'27'  '494'  '883',356
19027,'27'  '883',471
19028,'27'  '480'  '752',442
19029,'27'  '354'  '480'  '752',418
19030,'27'  '354'  '480',444
19031,'27'  '752',493
19032,'27'  '354'  '752',440
19033,'27'  '354',529
19034,'204'  '766',103
19035,'204'  '561',118
19036,'204'  '205',119
19037,'204'  '368',128
19038,'204'  '93',140
19039,'204'  '509',184
19040,'204'  '509'  '569',150
19041,'204'  '569',190
19042,'204'  '634',202
19043,'204'  '634'  '829',170
19044,'204'  '529',219
19045,'204'  '829',276
19046,'204'  '797',338
19047,'183'  '204'  '797',285
19048,'204'  '895',343
19049,'183'  '204',411
19050,'204'  '236',419
19051,'354'  '744',100
19052,'744'  '766',108
19053,'722'  '744',109
19054,'145'  '744',109
19055,'529'  '744',128
19056,'744'  '829',149
19057,'368'  '744',152
19058,'744'  '844',169
19059,'744'  '888',215
19060,'489'  '744',308
19061,'236'  '744',331
19062,'32'  '744',434
19063,'529'  '73',102
19064,'548'  '73',102
19065,'73'  '766',102
19066,'526'  '73',116
19067,'676'  '73',119
19068,'480'  '73',134
